productos;kilos;valor
LOS DEMAS OBJETIVOS;536;85222
COMPUESTOS CUYA ESTRUCTURA CONTENGA CICLOS BENZOTIAZOL (INCLUSO HIDROGENADOS),SIN OTRAS CONDENSACIONES;536;12775
"CALDERAS DENOMINADAS ""DE AGUA SOBRECALENTADA""";535;31303
TAPONES DE SILICONA;534;49560
ABONOS MINERALES O QUIMICOS CON LOS TRES ELEMENTOS FERTILIZANTES: NITROGENO,FOSFORO Y POTASIO;531;11581
LAS DEMAS MANUFACTURAS CARTOGRAFICAS DE TODAS CLASES,INCLUIDOS LOS MAPAS MURALES,PLANOS TOPOGRAFICOS Y ESFERAS,IMPRESOS;526;11452
TEJIDOS DE PUNTO POR URDIMBRE (INCLUIDOS LOS OBTENIDOS EN TELARES DE PASAMANERIA), EXCEPTO LOS DE LAS PARTIDAS 60.01 A 60.04.  DE ALGODON:  ESTAMPADOS;525;8992
FALDAS Y FALDAS PANTALON DE ALGODON;525;107677
MOTORES PARA JUGUETES DE POTENCIA INFERIOR O IGUAL A 37,5 W;524;22156
LAS DEMAS PARTES DE CALANDRIAS Y LAMINADORES;524;73781
VERMICULITA,PERLITA Y CLORITAS,SIN DILATAR;523;1453
VAINILLINA (ALDEHIDO METILPROTOCATEQUICO);522;43244
LAS DEMAS PRENDAS DE VESTIR DE LAS DEMAS MATERIAS TEXTILES;522;85613
CLORUROS: DE MAGNESIO;520;4657
LAS DEMAS RESISTENCIAS VARIABLES BOBINADOS (INCLUIDOS REOSTATOS Y POTENCIOMETROS);519;8673
PARTES DE MAQUINAS PARA MONTAR LAMPARAS,TUBOS O VALVULAS ELECTRICOS O ELECTRONICOS O LAMPARAS DE DESTELLO QUE TENGAN ENVOLTURA DE VIDRIO,MAQUINAS PARA TRABAJAR EN CALIENTE EL VIDRIO O SUS MANUFACTURAS;517;91280
CAMISONES Y PIJAMAS DE ALGODON,PARA MUJERES O NIÑAS;516;57977
LOS DEMAS TEJIDOS DE ALGODON ESTAMPADOS ( 85% O MAS DE ALGODON)  DE LIGAMENTO DE SARGA, INCLUIDO EL CRUZADO, DE CURSO INFERIOR O IGUAL A 4;511;68145
NIQUEL EN BRUTO SIN ALEAR;510;45656
PARTES DE HIERRO O ACERO ESMALTADO;510;5190
ENCAJES HECHOS A MANO;495;10809
LOS DEMAS MONOPIES, BIPODES, TRIPODES Y ARTICULOS SIMILARES;492;23572
LOS DEMAS INSTRUMENTOS Y APARATOS,ESPECIALMENTE CONCEBIDOS PARA TECNICAS DE TELECOMUNICACION (POR EJ: HIPSOMETROS,KERDOMETROS,DISTORSIOMETROS,SOFOMETROS);491;107690
LOS DEMAS PAPEL KRAFT PARA BOLSAS (SACOS);490;3973
LAS DEMAS BARRAS DE HIERRO O ACERO SIN  ALEAR DE SECCIÓN CIRCULAR, DE DIAMETRO INFERIOR O  IGUAL A  100 mm;489;2651
ARENAS SILICEAS Y ARENAS CUARZOSAS;484;6934
LAS DEMAS HORTALIZAS,FRUTAS U OTROS FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS,PREPARADOS O CONSERVADOS EN VINAGRE O EN ACIDO ACETICO;480;3121
LOS DEMAS TABLEROS ESAMBLADOS PARA REVESTIMIENTO DE SUELO, PARA SUELOS EN MOSAICO;473;2378
LOS DEMAS TEJIDOS DE HILADOS DE FILAMENTOS ARTIFICIALES,INCLUIDOS LOS FABRICADOS CON PRODUCTOS DE LA PARTIDA No 54.05, TEÑDOS;473;12433
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,ENRROLLADOS,SIMPLEMENTE LAMINADOS EN CALIENTE,CON MOTIVOS EN RELIEVE:DE ESPESOR INFERIOR A 3 mm;472;12256
LOS DEMAS INSTRUMENTOS Y APARATOS QUE UTILICEN RADIACIONES OPTICAS (UV,VISIBLES,IR);470;2021926
LOS DEMAS TEJIDOS CON BUCLES DEL TIPO PARA TOALLA,DE ALGODON;470;21414
ESTERES DE ACIDO ESTEARICO;464;16234
LOS DEMAS TEJIDOS DE ALGODON ESTAMPADOS (85% O MAS DE ALGODON);462;29313
LOS DEMAS CUCHILLOS CON HOJA CORTANTE O DENTADA CON MANGOS DE METAL COMUN;461;9723
MOTOCICLETAS CON MOTOR DE EMBOLO (PISTON) ALTERNATIVO DE CILINDRADA SUPERIOR A 500 CM3 PERO INFERIOR O IGUAL A 800 CM3;460;68360
MATERIAS COLORANTES ORGANICAS SINTETICAS: COLORANTES REACTIVOS Y PREPARACIONES A BASE DE ESTOS COLORANTES;459;96588
POLARIMETROS,MEDIDORES DE PH (PEACHIMETROS),TURBIDIMETROS,SALINOMETROS Y DILATOMETROS;457;285367
PARTES DE CAJAS DE LOS RELOJES DE LAS PARTIDAS 91.01 Y 91.02;454;36526
MANTILLAS PARA ARTES GRAFICAS,DE CAUCHO NO CELULAR,COMBINADAS CON OTRAS MATERIAS;453;5934
CARDIGANES DE ALGODON;448;117225
MAQUINAS Y APARATOS PARA ENSAYO DE METALES;447;64642
CALANDRIAS Y LAMINADORAS PARA LAS INDUSTRIAS PANADERA,PASTELERA Y GALLETERA;444;23365
TUBOS SOLDADOS DE LOSTIPOS UTILIZADOS EN OLEODUCTOS O GASODUCTOS, DE ACERO INOXIDABLE;442;3371
POLIETILENO DE DENSIDAD SUPERIOR O IGUAL A 0.94;440;8845
LOS DEMAS TEJIDOS DE PUNTO.  DE FIBRAS ARTIFICIALES:  ESTAMPADOS;440;11159
PREPARACIONES PARA LA ONDULACION O DESRIZADO PERMANENTES;439;9639
TEJIDOS DE ALGODON DE LIGAMENTO TAFETAN CON HILADOS DE DISTINTOS COLORES(MENOS DE 85%EN PESO),MEZCLADOS CON FIBRAS SINTETICAS O ARTIFICIALES,DE GRAMAJE INF.O IGUAL A 200 g/m2;439;18011
LAS DEMAS MEZCLAS DE SUST.ODORIFERAS Y MEZCLAS(INCL.LAS DISOLUCIONES ALCOHOLICAS) A BASE DE UNA O VARIAS DE ESTAS SUST.,DEL TIPO DE LAS UTILIZADAS COMO MATERIAS BASICAS PARA LA IND.Y P/ELAB.DE BEBIDAS;438;18299
LAS DEMAS VITAMINAS: VITAMINA PP Y SUS DERIVADOS;434;29886
PARTES DE FUNDICIÓN ESMALTADOS;432;4906
LAS DEMAS PLACAS,LAMINAS,HOJAS Y TIRAS OBTENIDAS POR ESTRATIFICACION Y LAMINACION DE PAPELES;432;3404
LAS DEMAS PRENDAS DE VESTIR DEL TIPO DE LAS CITADAS EN LAS SUBPARTIDAS Nos 62.02.11 A 62.02.19;432;27943
CAMISONES Y PIJAMAS DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO,PARA MUJERES O NIÑAS;430;64707
LOS DEMAS MOTORES DE POTENCIA SUPERIOR A 375 kW;429;13014
TESTLINER (DE FIBRAS RECICLADAS): DE PESO INFERIOR O IGUAL A 150 G/M2;428;5290
MAQUINAS Y APARATOS PARA IMPRIMIR, TIPOGRAFICOS, ALIMENTADOS CON BOBINAS, EXCEPTO LAS MAQUINAS Y APARATOS FLEXOGRAFICOS;428;14346
LOS DEMAS TEJIDOS DE ALGODON CRUDOS (85% O MAS DE ALGODON) DE GRAMAJE SUP.A 200 g/m2;428;8238
LAS DEMAS MAQUINAS Y APARATOS: LIMPIAPARABRISAS CON MOTOR;426;11280
LOS DEMAS TEJIDOS CON UN CONTENIDO DE NAILON O DEMAS POLIAMIDAS SUP.O IGUAL AL 85%EN PESO CON HILADOS DE DISTINTOS COLORES;425;13412
VITAMINA A  Y SUS DERIVADOS,SIN MEZCLAR;424;174963
COLCHONES NEUMATICOS;424;21214
MAQUINAS Y APARATOS PARA LA FABRICACION O ACABADO DEL FIELTRO O TELA SIN TEJER,EN PIEZA O CON FORMA: HORMAS DE SOMBRERERIA;420;24952
LOS DEMAS SEMILLAS DE GIRASOL,INCLUSO QUEBRANTADA;417;4547
PRODUCTOS A BASE DE CEREALES OBTENIDOS POR INFLADO O TOSTADO;415;2850
PERFILES,DE VIDRIO COLADO O LAMINADO;413;29685
LAS DEMAS CAMISETAS INTERIORES,BRAGAS (BOMBACHAS,CALZONES),SALTOS DE CAMA,ALBORNOCES,BATAS Y ARTICULOS SIMILARES DE ALGODON,PARA MUJERES O NIÑAS;413;70581
P-HIDROXIBENZOATO DE PROPILO;411;26072
TEJIDOS DE ALGODON (MENOS DE 85% DE ALGODON EN PESO),BLANQUEADOS,MEZCLADO EXCLUSIVA O PRINCIPALMENTE CON FIBRAS SINTETICAS O ARTIFICIALES,DE LIGAMENTO TAFETAN,DE GRAMAJE INF.0 IGUAL A 200 g/m2;410;49755
TEJIDOS TEÑIDOS DE FIBRAS DISCONTINUAS DE POLIESTER (MENOS DE 85% DE ESTAS FIBRAS) DE LIGAMENTO SARGA, INCLUIDO EL CRUZADO, DE CURSO INFERIOR O IGUAL A 4;410;6241
LOS DEMAS TELARES,PARA TEJIDOS DE ANCHURA SUPERIOR A 30 CM,DE LANZADERA;406;1710
BARRAS Y PERFILES A BASE DE COBRE-CINC (LATON);402;1685
RESINAS EPOXI LIQUIDAS;400;6399
CAMARAS FOTOGRAFICAS DE AUTORREVELADO;397;55166
LOS DEMAS ACIDOS CARBOXILICOS CON FUNCION FENOL,PERO SIN OTRA FUNCION OXIGENADA,SUS ANHIDRIDOS,HALOGENUROS,PEROXIDOS,PEROXIACIDOS Y SUS DERIVADOS;396;20230
PARTES Y ACCESORIOS DE MAQUINAS DE CALCULAR ELECTRONICAS DE LAS SUBPARTIDAS Nos 8470.10.00, 8470.21.00 U 8470.29.00;394;8712
BAÑADORES DE LAS DEMAS MATERIAS TEXTILES,DE PUNTO,PARA MUJERES O NI?AS;394;10416
TEJIDOS DE LAS DEMAS FIBRAS TEXTILES VEGETALES,TEJIDOS DE HILADOS DE PAPEL;392;9012
LOS DEMAS HILADOS SIN ACONDICIONAR PARA LA VENTA AL POR MENOR;392;2680
LAS DEMAS CALCOMANIAS DE CUALQUIER CLASE,PARA TRANSFERENCIA CONTINUA SOBRE TEJIDOS;391;14440
"LOS DEMAS CARBONES ACTIVADOS;MATERIAS MINERALES NATURALES ACTIVADAS:NEGROS DE ORIGEN ANIMAL,INCLUIDO EL NEGRO ANIMAL AGOTADO";391;75736
CAUCHO REGENERADO EN FORMAS PRIMARIAS O EN PLACAS,HOJAS O TIRAS;388;10900
TEJIDOS CON UN CONTENIDO DE FIBRAS ARTIFICIALES DISCONTINUAS INFERIOR AL 85% EN PESO,MEZCLADAS EXCLUSIVA O PRINCIPALMENTE CON FILAMENTOS SINTETICOS O ARTIFICIALES,TEÑIDOS;384;8554
PREPARACIONES QUIMICAS ANTICONCEPTIVAS A BASE DE HORMONAS Y DE ESPERMICIDAS;384;349816
LAS DEMAS MEZCLAS O PREPARACIONES ALIMENTICIAS DE GRASAS O ACEITES,ANIMALES O VEGETALES,O DE FRACCIONES DE DIFERENTES GRASAS O ACEITES DE ESTE CAP., EXCEPTO LAS GRASAS Y ACEITES DE LA PARTIDA 15.16;383;66617
MEZCLAS DE PLANTAS, PREPARADAS O CONSERVADAS DE OTRO MODO, INCLUSO CON ADICION DE AZUCAR U OTRO EDULCORANTE O ALCOHOL, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE;382;4182
LOS DEMAS PAPELES Y CARTONES KRAFT,CRUDOS,DE GRAMAJE SUP.A 150g/m2 PERO INF.A 225 g/m2,ABSORBENTES,DEL TIPO DE LOS UTILIZADOS PARA LA FABRICACION DE LAMINADOS PLASTICOS DECORATIVOS;381;31528
"LOS DEMAS LINOLEO, INCLUSO CORTADO; REVESTIMIENTOS PARA EL SUELO FORMADOS POR UN RECUBRIMIENTO OM REVESTIMIENTO APLICADO SOBRE UN SOPORTE TEXTIL, INCLUSO CORTADOS.";381;5877
LOS DEMAS BARRILES,TAMBORES Y BIDONES,DE ALUMINIO;376;37300
LOS DEMAS TUBOS Y ACCESORIOS DE TUBERIA DE PLASTICO PARA SISTEMAS DE RIEGO POR GOTEO, POR ASPERSION U OTROS;375;3822
LAS DEMAS PASARELAS DE EMBARQUE PARA PASAJEROS;374;11880
LAS DEMAS CAJAS DE LOS RELOJES DE LAS PARTIDAS Nos 91.01 Y 91.02;373;38766
"LOS DEMAS ACIDOS MONOCARBOXILICOS ACICLICOS SATURADOS Y SUS ANHIDRIDOS, HALOGENUROS, PEROXIDOS Y PEROXICIDOS; SUS DERIVADOS HALOGENADOS, SULFONADOS, NITRADOS";370;13372
LOS DEMAS GENERADORES DE MOTORES DE AVIACION;369;34815
DIENTES ARTIFICIALES;369;48719
LOS DEMAS FRUTOS DE LOS GENEROS CAPSICUM O PIMENTA, SECOS, SIN TRITURAR NI PULVERIZAR;367;5342
PARTES DE MAQUINAS Y APARATOS PARA LA PREPARACION,CURTIDO O TRABAJO DE CUERO O PIEL O PARA LA FABRICACION O REPARACION DE CALZADO U OTRAS MANUFACTURAS DE CUERO O PIEL,EXCEPTO LAS MAQUINAS DE COSER;366;14451
LAS DEMAS PRENDAS DE VESTIR,PARA MUJERES O NIÑAS;364;33348
LOS DEMAS TAPONES DE CORCHO AGLOMERADO (INCLUSO CON AGLUTINANTE);361;5429
TEJIDOS DE FIBRAS DISCONTINUAS DE POLIESTER,TEÑIDOS,DE LIGAMENTO TAFETAN;360;9396
CARBUROS DE SILICIO,AUNQUE NO SEAN DE CONSTITUCION QUIMICA DEFINIDA;360;13409
"PARTES Y ACCESORIOS DE INSTRUMENTOS DE DIBUJO,TRAZADO O CALCULO;INSTRUMENTOS MANUALES DE MEDIDA DE LONGITUD";357;15833
LOS DEMAS ENVASES CRIOGENOS,DE ALUMINIO;356;15163
LOS DEMAS POLIMEROS DE PROPILENO O DE OTRAS OLEFINAS,EN FORMAS PRIMARIAS;352;9264
LOS DEMAS ARTICULOS SIN ROSCAS,ARANDELAS (INCLUIDAS LAS ARANDELAS DE MUELLE(RESORTE)) DE COBRE;352;43156
LEVAMISOL (DCI);350;63779
FALDAS Y FALDAS PANTALON DE LAS DEMAS MATERIAS TEXTILES;350;69523
MECANISMOS DE CAJAS DE MUSICA;349;4298
PARTES Y ACCESORIOS DE MICROSCOPIOS OPTICOS,INCLUSO PARA FOTOMICROGRAFIA,CINEFOTOMICROGRAFIA O MICROPROYECCION;349;81975
PARTES DE FUNDICION SIN ESMALTAR;348;5621
LOS DEMAS INSTRUMENTOS ELECTRICOS O ELECTRONICOS,DENSIMETROS,AREOMETROS,PESA LIQUIDOS E INSTRUMENTOS FLOTANTES SIMILARES,TERMOMETROS,PIROMETROS,BAROMETROS,HIGROMETROS Y SICROMETROS;348;112502
MAQUINAS HERRAMIENTA QUE OPEREN MEDIANTE OTROS HACES DE LUZ O DE FOTONES;348;50499
MICROSCOPIOS,EXCEPTO LOS OPTICOS Y DIFRACTOGRAFOS;347;140343
P-HIDROXIBENZOATO DE METILO;346;27891
LOS DEMAS ABRIGOS,CHAQUETONES,CAPAS,ANORAKS,CAZADORAS Y ARTICULOS SIMILARES DE ALGODON PARA MUJERES O NIÑAS,EXCEPTO LOS ARTICULOS DE LA PARTIDA No 62.04;344;64032
PARTES Y ACCESORIOS DE DENSIMETROS,AREOMETROS,PESA LIQUIDOS E INSTRUMENTOS FLOTANTES SIMILARES,TERMOMETROS,PIROMETROS,BAROMETROS,HIGROMETROS Y SICROMETROS,AUNQUE SEAN REGISTRADORES;343;83708
"LAS DEMAS RESINAS UREICAS; RESINAS DE TIOUREA";342;5312
PARTES Y ACCESORIOS DE LAS MAQUINAS DE LA PARTIDA No 84.44 O DE SUS MAQUINAS O APARATOS AUXILIARES;341;102176
"LOS DEMAS,COMPARADORES LLAMADOS""OPTICOS"",BANCOS COMPARADORES,BANCOS DE MEDIDA,INTERFEROMETROS,COMPROBADORES OPTICOS DE SUPERF.,APARATOS CON PALPADOR DIFERENCIAL,ANTEOJOS DE ALINEACION,REGLAS OPTICAS";341;314512
ARTICULOS DE CESTERIA DE ROTEN (RATAN);341;50219
LAS DEMAS CAMARAS FOTOGRAFICAS DE FOCO FIJO PARA PELICULAS EN ROLLO DE ANCHURA INFERIOR A 35 mm;340;14488
PREFORMAS PARA SOPLAR BOTELLAS PET Y REPET DE CAPACIDAD  SUPERIOR O IGUAL A 18,9 LITROS (5 GAL);337;9057
MOTORES UNIVERSALES DE POTENCIA SUPERIOR A 7.5 kW,CON REDUCTORES,VARIADORES O MULTIPLICADORES DE VELOCIDAD;336;20898
BARRAS DE SECCIÓN VARIABLE DE HIERRO O ACERO;335;13712
ACOPLAMIENTOS,EMBRAGUES,VARIADORES DE VELOCIDAD Y FRENOS,ELECTROMAGNETICOS;333;16688
MONOPIES, BIPODES, TRIPODES Y ARTICULOS SIMILARES, DE LOS APARATOS DE LAS PARTIDAS 85.25 A 85.28;331;4792
"LOS DEMAS PROD.A BASE DE CEREALES OBTENIDOS POR INFLADO O TOSTADO(POR EJ:HOJUELAS O COPOS DE MAIZ);CEREALES(EXCEPTO MAIZ) EN GRANO O COPOS(EXCEPTO HARINA Y SEMOLA)PRECOCIDOS O PREP.DE OTRO MODO";331;2464
LAS DEMAS MAQUINAS Y APARATOS,PARA LA INDUSTRIA DEL JABON;328;66378
ALFOMBRAS Y DEMAS REVESTIMIENTOS PARA EL SUELO DE SUPERFICIE INFERIOR O IGUAL A 0.3 m2,EXCEPTO LOS DE MECHON INSERTADO Y LOS FLOCADOS;328;4086
MONOFILAMENTOS DE POLIMEROS DE ETILENO CUYA MAYOR DIMENSION DEL CORTE TRANSVERSAL SEA SUPERIOR A 1 mm,VARILLAS Y PERFILES,INCLUSO TRABAJADOS EN LA SUPERFICIE;326;2492
LAS DEMAS PARTES Y ACCESORIOS COMO DESTINADOS EXCLUSIVA O PRINCIPALMENTE A MECANISMOS REPRODUCTOR POR SISTEMA DE LECTURA OPTICA;322;33684
LOS DEMAS ACIDO LACTICO SUS SALES Y SUS ESTERES;321;5922
TEJIDOS DE ALGODON TEÑIDOS DE LIGAMENTO TAFETAN (85% O MAS DE ALGODON),DE GRAMAJE SUP.A 200 g/m2;320;5014
LAS DEMAS PARTES IDENTIFICABLES COMO DESTINADAS, EXLUSIVAMENTE O PARCIALMENTE A LOS APARATOS DE LAS PARTIDAS 85.25 A 85.28: TARJETAS CON COMPONENTES IMPRESOS O DE SUPERFICIE;318;153077
VIDRIO PARA SEÑALIZACION Y ELEMENTOS DE OPTICA DE VIDRIO (EXCEPTO LOS DE LA PARTIDA No 70.15),SIN TRABAJAR OPTICAMENTE;317;1772
LAS DEMAS MANUFACTURAS DE CORCHO NATURAL;316;12370
SAL DE MESA;312;5879
LOS DEMAS APRESTOS Y PRODUCTOS DE ACABADO,ACELERADORES DE TINTURA O DE FIJACION DE MATERIAS COLORANTES,DEL TIPO DE LOS UTILIZADOS EN LA INDUSTRIA TEXTIL O IND.SIMILARES;312;14396
TOCADISCOS;309;37636
PARTES Y ACCESORIOS DE APARATOS Y MATERIAL PARA LABORATORIOS FOTOGRAFICO O CINEMATOGRAFICO;306;74855
TRAJES (AMBOS O TERNOS) DE LAS DEMAS MATERIAS TEXTILES,PARA HOMBRES O NIÑOS,(EXCEPTO DE BAÑO);306;29582
PARTES Y ACCESORIOS DE MAQUINAS O APARATOS DE LA PARTIDA 84.47: PLATINAS,AGUJAS Y DEMAS ARTICULOS QUE PARTICIPEN EN LA FORMACION DE MALLAS;305;24212
LOS DEMAS CIRCONIO Y SUS MANUFACTURAS,INCLUIDOS LOS DESPERDICIOS Y DESECHOS;305;72062
LOS DEMAS CARGADOR Y SENSOR DE BLOQUEO PARA CINTURONES DE SEGURIDAD;305;8691
LOS DEMAS MOTORES DE VIENTO O COLIOS;304;8927
TURBINAS Y RUEDAS HIDRAULICAS,DE POTENCIA INFERIOR O IGUAL A 1000 KW;303;6311
MOTORES DE CORRIENTE CONTINUA,CON REDUCTORES,VARIADORES O MULTIPLICADORES DE VELOCIDAD,DE POTENCIA INFERIOR O IGUAL A 750 W;302;31991
ETILVAINILLINA (ALDEHIDO ETILPROTOCATEQUICO);300;31787
PRODUCTOS LAMINADOS PLANOS DE HIERRO O ACERO SIN ALEAR,DE ANCHURA INFERIOR A 600mm,ESTAÑADOS;299;20771
CANALONES,CABALLETES PARA TEJADOS,CLARABOYAS Y OTRAS MANUFACTURAS PARA LA CONSTRUCCION,DE CINC;299;18624
FALDAS Y FALDAS PANTALON DE FIBRAS SINTETICAS,DE PUNTO,PARA MUJERES O NIÑAS;299;50293
CORREAS DE TRANSMISION;297;2713
CAMISAS DE LAS DEMAS FIBRAS SINTETICAS O ARTIFICIALES,DE PUNTO,PARA HOMBRES O NIÑOS;297;39535
INTERCAMBIADORES DE IONES;296;7158
LOS DEMAS POTENCIAMETROS VARIABLES BOBINADOS (INCLUIDOS REOSTATOS Y POTENCIOMETROS);295;4699
MADERA DENSIFICADA EN BLOQUES,TABLAS,TIRAS O PERFILES;295;1588
LOS DEMAS COMPRESORES DE POTENCIA SUPERIOR O IGUAL A 262,5 KW (352 HP);294;24221
LAS DEMAS CANILLAS, CARRETES, BOBINAS PARA LA HILATURA O EL TEJIDO Y PARA HILO DE COSER, Y ARTICULOS SIMILARES, DE MADERA TORNEADA;292;11161
LAS DEMAS MANUFACTURAS DE TRIPA, VEJIGAS O TENDONES;292;16321
MEDICAMENTOS QUE CONTENGAN PENICILINAS O DERIVADOS DE ESTOS PRODUCTOS CON LA ESTRUCTURA DEL ACIDO PENICILANICO,O ESTREPTOMICINAS O DERIVADOS DE ESTOS PRODUCTOS,SIN DOSIFICAR;291;113830
ESPARRAGOS PREPARADOS O CONSERVADOS (EXCEPTO EN VINAGRE O EN ACIDO ACETICO) SIN CONGELAR;290;4848
LOS DEMAS PEROXOSULFATOS (PERSULFATOS);285;11258
LAS DEMAS PRENDAS DE VESTIR DE ALGODON,PARA MUJERES O NIÑAS;284;43548
COMPRESAS Y TAMPONES HIGIENICOS DE LAS DEMAS MATERIAS;284;16607
MAQUINAS LAMINADORAS DE HACER ROSCAS;280;10735
LOS DEMAS MEDICAMENTOS QUE CONTENGAN LOS PRINCIPIOS ACTIVOS CONTRA LA MALARIA (PALUDISMO) DESCRITOS EN LA NOTAÿ2 DE SUBPARTIDA DEL PRESENTE CAPITULO;280;93718
CORBATAS Y LAZOS SIMILARES DE SEDA O DESPERDICIOS DE SEDA;280;78768
BAÑERAS,DE FUNDICION,INCLUSO ESMALTADAS;280;13942
AMINO-ALCOHOLES-FENOLES,AMINOACIDOS-FENOLES:  AMINOACIDOS-FENOLES, SUS SALES Y DERIVADOS;280;9037
MICROTOMOS;279;197217
LOS DEMAS TEJIDOS DE ALGODON CRUDOS(MENOS DE 85% DE ALG.),MEZCLADOS CON FIBRAS SINTETICAS O ARTIFICIALES,DE GRAMAJE INFERIOR O IGUAL A 200 g/m2.;279;3318
MAQUINAS DE IMPRIMIR DIRECCIONES O ESTAMPAR PLACAS DE DIRECCIONES;274;40091
APARATOS NO ELECTRICOS DE COCCION O DE CALEFACCION Y SUS PARTES;273;17525
LAS DEMAS BARRAS,PERFILES Y ALAMBRES,DE ESTAÑO;271;6897
CORBATAS Y LAZOS SIMILARES DE LAS DEMAS MATERIAS TEXTILES;269;19949
MAQUINAS DE LIMPIEZA EN SECO, DE CAPACIDAD UNITARIA, EXPRESADA EN PESO DE ROPA SECA, INFERIOR O IGUAL A 25 KG;267;9405
LAS DEMAS PARTES,IDENTIFICABLES COMO DESTINADOS EXCLUSIVA O PRINCIPALMENTE A LOS MOTORES DE EMBOLO DE ENCENDIDO POR CHISPA: CARTERES;267;21219
CINTAS MAGNETICAS SIN GRABAR: DE ANCHURA SUPERIOR A 6,5 mm;267;33029
PRENDAS DE VESTIR DE CUERO NATURAL O CUERO REGENERADO;266;20573
CONJUNTOS DE ALGODON,DE PUNTO,PARA HOMBRES O NI?OS,(EXCEPTO DE BAÑO);266;31744
CAUCHO ESTIRENO-BUTADIENO (SBR),EN FORMAS PRIMARIAS;265;19539
PARTES DE CENTRIFUGADORAS,INCLUIDAS LAS DE SECADORAS CENTRIFUGAS;262;35766
"PAPEL Y CARTON FIELTRO;PAPEL Y CARTON LANA";260;4087
CINTAS MAGNETICAS SIN GRABAR: DE ANCHURA INFERIOR O IGUAL A 4 mm;260;6088
PAPEL Y CARTON RECUBIERTO O REVESTIDO POR AMBAS CARAS, DE PLASTICO, DE OS TIPOS UTILIZADOS EN LA INDUSTRIA ALIMENTARIA, INCLUSO IMPRESOS;259;2818
TRAJES SASTRE DE FIBRAS SINTETICAS PARA MUJERES O NIÑAS;258;10233
LOS DEMAS TEJIDOS COMO UN CONTENIDO DE SEDA O DE DESPERDICIOS DE SEDA,DISTINTOS DE LA BORRILLA,SUPERIOR O IGUAL AL 85% EN PESO;256;2309
FERRONIOBIO;256;25752
LAS DEMAS PREPARACIONES A BASE DE GRAFITO U OTROS CARBONOS,EN PASTA,BLOQUES,PLAQUITAS U OTRAS SEMIMANUFACTURAS;255;60157
CAMISONES Y PIJAMAS DE ALGODON,DE PUNTO,PARA HOMBRES O NIÑOS;253;44684
LAS DEMAS PARTES DE LAMPARAS,TUBOS Y VALVULAS ELECTRONICOS,DE CATODO CALIENTE,CATODO FRIO O FOTOCATODO,EXCEPTO LOS DE LA PARTIDA No 85.39;252;5395
AMPOLLAS Y ENVOLTURAS TUBULARES,ABIERTAS,Y SUS PARTES DE VIDRIO,SIN GUARNICIONES PARA ALUMBRADO ELECTRICO;252;7092
PELUCAS,BARBAS,CEJAS,PESTAÑAS,MECHONES Y ARTICULOS ANALOGOS, DE CABELLO;250;11134
CINTURONES Y CHALECOS SALVAVIDAS;250;8311
LAS DEMAS CENTRIFUGADORAS,INCLUIDAS LAS SECADORAS CENTRIFUGADORAS,PARA LA INDUSTRIA DE PAPEL Y CELULOSA;248;2267
LAS DEMAS MAQUINAS Y APARATOS,DESCASCARILLADORAS Y DESPULPADORAS DE CAFE;244;12191
LAS DEMAS MANUFACTURAS DE CAUCHO VULCANIZADO SIN ENDURECER: MANTILLAS PARA ARTES GRAFICAS;244;4701
PARTES DE RESISTENCIAS ELECTRICAS,EXCEPTO LAS DE CALENTAMIENTO (INCLUIDOS REOSTATOS Y POTENCIOMETROS);242;8454
LAS DEMAS PRENDAS Y DEMAS COMPLEMENTOS DE VESTIR,PARA CUALQUIER USO,ANTIRRADIACIONES,DE CAUCHO VULCANIZADO SIN ENDURECER;241;12975
APARATOS PARA FILTRAR O DEPURAR LAS DEMAS BEBIDAS;241;33259
LAS DEMAS TINTAS PARA BOLIGRAFOS;238;1498
PARTES Y ACCESORIOS DE CAMARAS CINEMATOGRAFICAS;237;59028
TUBOS CANALONES Y ACCESORIOS DE TUBERIA,DE CERAMICA;237;5743
MAQUINAS Y APARATOS PARA LA INDUSTRIA AZUCARERA;237;2140
MONTURAS ENSAMBLADAS,INCLUSO CON EL ASTIL O MANGO,PARA PARAGUAS,SOMBRILLAS O QUITASOLES;233;1717
"SUPRESORES DE SOBRETENSION TRANSITORIA (""AMORTIGUADORES DE ONDA"")";232;34485
"LOS DEMAS AMINO-ALCOHOLES, SUS ESTERES, EXCEPTO LOS QUE CONTENGAN FUNCIONES OXIGENADAS DIFERENTES; SALES DE ESTOS PRODUCTOS";232;95823
LOS DEMAS ALAMBRES,DE ALEACIONES DE ALUMINIO;231;12219
ASIENTOS DE ROTEN (RATAN);231;21869
CHALECOS DE LANA;231;8714
PERFILES DE HIERRO O ACERO,OBTENIDOS POR SOLDADURA;226;8897
CHALES,PAÑUELOS DE CUELLO,BUFANDAS,MANTILLAS,VELOS Y ARTICULOS SIMILARES DE SEDA O DESPERDICIOS DE SEDA;226;56181
PLATINOS DE DISTRIBUIDORES, EXCEPTO PARA MOTORES DE AVIACIÓN;225;5583
LOS DEMAS DISYUNTORES;225;13852
